time,RegionID,Zipcode,City,State,Metro,CountyName,SizeRank,AveragePrice,ROI,value
2007-02-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,642900.0
2007-02-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,669400.0
2007-02-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1369500.0
2007-02-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,491800.0
2007-02-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,483900.0
2007-02-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,735300.0
2007-03-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1184400.0
2007-03-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,671700.0
2007-03-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,805300.0
2007-03-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,649000.0
2007-03-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,667900.0
2007-03-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1369000.0
2007-03-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,489500.0
2007-03-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,489900.0
2007-03-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,720900.0
2007-04-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1194500.0
2007-04-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,668100.0
2007-04-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,803500.0
2007-04-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,654800.0
2007-04-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,666400.0
2007-04-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1370000.0
2007-04-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,488000.0
2007-04-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,498400.0
2007-04-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,708000.0
2007-05-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1203800.0
2007-05-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,661000.0
2007-05-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,800200.0
2007-05-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,659200.0
2007-05-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,664500.0
2007-05-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1371500.0
2007-05-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,487000.0
2007-05-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,505700.0
2007-05-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,697500.0
2007-06-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1211800.0
2007-06-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,651600.0
2007-06-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,795200.0
2007-06-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,661400.0
2007-06-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,662400.0
2007-06-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1372700.0
2007-06-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,486200.0
2007-06-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,508700.0
2007-06-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,689600.0
2007-07-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1218300.0
2007-07-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,645400.0
2007-07-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,790600.0
2007-07-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,662500.0
2007-07-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,662400.0
2007-07-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1375700.0
2007-07-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,485600.0
2007-07-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,508000.0
2007-07-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,685200.0
2007-08-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1223300.0
2007-08-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,642500.0
2007-08-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,787600.0
2007-08-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,662700.0
2007-08-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,663400.0
2007-08-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1381800.0
2007-08-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,485200.0
2007-08-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,506100.0
2007-08-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,684100.0
2007-09-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1226700.0
2007-09-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,641100.0
2007-09-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,787000.0
2007-09-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,663000.0
2007-09-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,663500.0
2007-09-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1390000.0
2007-09-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,485100.0
2007-09-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,504700.0
2007-09-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,687500.0
2007-10-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1227900.0
2007-10-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,640200.0
2007-10-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,788100.0
2007-10-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,664400.0
2007-10-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,661600.0
2007-10-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1397000.0
2007-10-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,485300.0
2007-10-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,504400.0
2007-10-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,694500.0
2007-11-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1226700.0
2007-11-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,640200.0
2007-11-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,788700.0
2007-11-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,668300.0
2007-11-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,659500.0
2007-11-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1401500.0
2007-11-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,485900.0
2007-11-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,505400.0
2007-11-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,704000.0
2007-12-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1224300.0
2007-12-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,641500.0
2007-12-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,787900.0
2007-12-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,675700.0
2007-12-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,659400.0
2007-12-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1402500.0
2007-12-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,487600.0
2007-12-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,507900.0
2007-12-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,716600.0
2008-01-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1219300.0
2008-01-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,645300.0
2008-01-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,786300.0
2008-01-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,686300.0
2008-01-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,661900.0
2008-01-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1401500.0
2008-01-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,489700.0
2008-01-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,511000.0
2008-01-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,729100.0
2008-02-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1211600.0
2008-02-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,648100.0
2008-02-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,783700.0
2008-02-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,698000.0
2008-02-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,664200.0
2008-02-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1399200.0
2008-02-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,491000.0
2008-02-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,512400.0
2008-02-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,735800.0
2008-03-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1204200.0
2008-03-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,651100.0
2008-03-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,781600.0
2008-03-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,709700.0
2008-03-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,666700.0
2008-03-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1395800.0
2008-03-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,491300.0
2008-03-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,513100.0
2008-03-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,737800.0
2008-04-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1197800.0
2008-04-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,654800.0
2008-04-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,780000.0
2008-04-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,719400.0
2008-04-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,668100.0
2008-04-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1392500.0
2008-04-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,490200.0
2008-04-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,515400.0
2008-04-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,736600.0
2008-05-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1190100.0
2008-05-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,656400.0
2008-05-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,776300.0
2008-05-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,724600.0
2008-05-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,665000.0
2008-05-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1391200.0
2008-05-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,487300.0
2008-05-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,518200.0
2008-05-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,732400.0
2008-06-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1181200.0
2008-06-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,653200.0
2008-06-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,769500.0
2008-06-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,723100.0
2008-06-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,656200.0
2008-06-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1389800.0
2008-06-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,482500.0
2008-06-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,518900.0
2008-06-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,725100.0
2008-07-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1170100.0
2008-07-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,649600.0
2008-07-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,760400.0
2008-07-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,713900.0
2008-07-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,647100.0
2008-07-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1383400.0
2008-07-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,476500.0
2008-07-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,518300.0
2008-07-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,718200.0
2008-08-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1157500.0
2008-08-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,645900.0
2008-08-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,750700.0
2008-08-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,698700.0
2008-08-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,640900.0
2008-08-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1371800.0
2008-08-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,470500.0
2008-08-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,517800.0
2008-08-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,714700.0
2008-09-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1145600.0
2008-09-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,642500.0
2008-09-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,742400.0
2008-09-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,681600.0
2008-09-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,637900.0
2008-09-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1360400.0
2008-09-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,465300.0
2008-09-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,517900.0
2008-09-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,715100.0
2008-10-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1134900.0
2008-10-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,638800.0
2008-10-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,735900.0
2008-10-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,664600.0
2008-10-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,635700.0
2008-10-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1350200.0
2008-10-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,460900.0
2008-10-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,518000.0
2008-10-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,715700.0
2008-11-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1124300.0
2008-11-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,635300.0
2008-11-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,728800.0
2008-11-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,647100.0
2008-11-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,634300.0
2008-11-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1338800.0
2008-11-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,456900.0
2008-11-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,517700.0
2008-11-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,716700.0
2008-12-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1114600.0
2008-12-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,632300.0
2008-12-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,721200.0
2008-12-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,628700.0
2008-12-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,633800.0
2008-12-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1324900.0
2008-12-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,453500.0
2008-12-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,518600.0
2008-12-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,719600.0
2009-01-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1103700.0
2009-01-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,631700.0
2009-01-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,714200.0
2009-01-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,610900.0
2009-01-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,633600.0
2009-01-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1311500.0
2009-01-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,450600.0
2009-01-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,521100.0
2009-01-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,722300.0
2009-02-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1091700.0
2009-02-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,629900.0
2009-02-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,706900.0
2009-02-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,592900.0
2009-02-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,630600.0
2009-02-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1299800.0
2009-02-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,447200.0
2009-02-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,522200.0
2009-02-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,721600.0
2009-03-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1080500.0
2009-03-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,628100.0
2009-03-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,699400.0
2009-03-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,575200.0
2009-03-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,627000.0
2009-03-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1287900.0
2009-03-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,443100.0
2009-03-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,521800.0
2009-03-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,720400.0
2009-04-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1069100.0
2009-04-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,627000.0
2009-04-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,691300.0
2009-04-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,558400.0
2009-04-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,623700.0
2009-04-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1273500.0
2009-04-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,438200.0
2009-04-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,522500.0
2009-04-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,720100.0
2009-05-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1054500.0
2009-05-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,625200.0
2009-05-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,680100.0
2009-05-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,542300.0
2009-05-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,619000.0
2009-05-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1258100.0
2009-05-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,432200.0
2009-05-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,523300.0
2009-05-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,719400.0
2009-06-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1040700.0
2009-06-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,617800.0
2009-06-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,668700.0
2009-06-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,526400.0
2009-06-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,611700.0
2009-06-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1240800.0
2009-06-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,425300.0
2009-06-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,524200.0
2009-06-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,719400.0
2009-07-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,1032600.0
2009-07-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,608000.0
